date,year,month,meter_id,measurement_type,meter_type,suburb,usage_type,total_value,avg_value,max_value,min_value,reading_count,processed_time
2022-07-13,2022,7,21951013,Pulse1,captis_pulse,caloundra,non-residential,95.0,4.130434782608695,5.0,0.0,23,2025-12-23T13:39:34.573Z
2022-07-13,2022,7,21951013,Pulse1_Total,captis_pulse,caloundra,non-residential,8348460.0,362976.52173913043,363070.0,362875.0,23,2025-12-23T13:39:34.573Z
2022-07-13,2022,7,21951013,DeviceTemperature,captis_pulse,caloundra,non-residential,26.0,26.0,26.0,26.0,1,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,51718,Pulse1,captis_pulse,maroochydore,residential,52.0,3.25,38.0,0.0,16,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,51718,Pulse1_Total,captis_pulse,maroochydore,residential,2593287.0,162080.4375,162189.0,162009.0,16,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,51718,DeviceTemperature,captis_pulse,maroochydore,residential,30.299999999999997,15.149999999999999,16.9,13.4,2,2025-12-23T13:39:34.573Z
2022-07-13,2022,7,51718,Pulse1,captis_pulse,maroochydore,residential,122.0,5.083333333333333,43.0,0.0,24,2025-12-23T13:39:34.573Z
2022-07-13,2022,7,51718,Pulse1_Total,captis_pulse,maroochydore,residential,3895529.0,162313.70833333334,162403.0,162258.0,24,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,574464,Pulse1,captis_pulse,kuluin,residential,121.0,7.5625,49.0,0.0,16,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,574464,Pulse1_Total,captis_pulse,kuluin,residential,4566717.0,285419.8125,285531.0,285387.0,16,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,574464,DeviceTemperature,captis_pulse,kuluin,residential,14.1,14.1,14.1,14.1,1,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,574464,Battery,captis_pulse,kuluin,residential,71.343,23.781000000000002,66.0,1.703,3,2025-12-23T13:39:34.573Z
2022-07-13,2022,7,574464,Pulse1,captis_pulse,kuluin,residential,39.0,1.625,7.0,0.0,24,2025-12-23T13:39:34.573Z
2022-07-13,2022,7,574464,Pulse1_Total,captis_pulse,kuluin,residential,6854147.0,285589.4583333333,285622.0,285532.0,24,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,60192786,Pulse1,captis_pulse,buderim,residential,21.0,1.3125,8.0,0.0,16,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,60192786,Pulse1_Total,captis_pulse,buderim,residential,1062889.0,66430.5625,66473.0,66416.0,16,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,60192786,DeviceTemperature,captis_pulse,buderim,residential,10.0,10.0,10.0,10.0,1,2025-12-23T13:39:34.573Z
2022-07-13,2022,7,60192786,Pulse1,captis_pulse,buderim,residential,120.0,5.0,28.0,0.0,24,2025-12-23T13:39:34.573Z
2022-07-13,2022,7,60192786,Pulse1_Total,captis_pulse,buderim,residential,1537657.0,66854.65217391304,67012.0,66696.0,23,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,64631184,Pulse1,captis_pulse,maroochydore,residential,960.0,45.714285714285715,240.0,0.0,21,2025-12-23T13:39:34.573Z
2022-07-13,2022,7,64631184,Pulse1,captis_pulse,maroochydore,residential,1420.0,59.166666666666664,230.0,0.0,24,2025-12-23T13:39:34.573Z
2022-07-13,2022,7,64631184,DeviceTemperature,captis_pulse,maroochydore,residential,19.5,19.5,19.5,19.5,1,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,81964532,Pulse1,captis_pulse,maroochydore,non-residential,70.0,4.375,45.0,0.0,16,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,81964532,DeviceTemperature,captis_pulse,maroochydore,non-residential,7.2,7.2,7.2,7.2,1,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,315559,Pulse1,captis_pulse,maroochydore,residential,81.0,4.764705882352941,36.0,0.0,17,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,315559,Pulse1_Total,captis_pulse,maroochydore,residential,8324833.0,489696.0588235294,489771.0,489650.0,17,2025-12-23T13:39:34.573Z
2022-07-13,2022,7,315559,Pulse1,captis_pulse,maroochydore,residential,200.0,8.333333333333334,24.0,0.0,24,2025-12-23T13:39:34.573Z
2022-07-13,2022,7,315559,Pulse1_Total,captis_pulse,maroochydore,residential,1.176118E7,490049.1666666667,490204.0,489808.0,24,2025-12-23T13:39:34.573Z
2022-07-13,2022,7,315559,DeviceTemperature,captis_pulse,maroochydore,residential,21.0,21.0,21.0,21.0,1,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,46059127,Pulse1,captis_pulse,maroochydore,residential,410.0,24.11764705882353,110.0,0.0,17,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,46059127,DeviceTemperature,captis_pulse,maroochydore,residential,25.28,12.64,15.18,10.1,2,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,46059127,Battery,captis_pulse,maroochydore,residential,72.607,24.202333333333332,67.0,1.967,3,2025-12-23T13:39:34.573Z
2022-07-13,2022,7,46059127,Pulse1,captis_pulse,maroochydore,residential,920.0,38.333333333333336,160.0,0.0,24,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,46059343,Pulse1,captis_pulse,maroochydore,residential,640.0,37.64705882352941,120.0,0.0,17,2025-12-23T13:39:34.573Z
2022-07-13,2022,7,46059343,Pulse1,captis_pulse,maroochydore,residential,780.0,33.91304347826087,80.0,0.0,23,2025-12-23T13:39:34.573Z
2022-07-13,2022,7,46059343,DeviceTemperature,captis_pulse,maroochydore,residential,18.6,18.6,18.6,18.6,1,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,81970859,Pulse1,captis_pulse,buderim,residential,490.0,27.22222222222222,200.0,0.0,18,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,2639656,Pulse1,captis_pulse,maroochydore,residential,0.0,0.0,0.0,0.0,11,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,2639656,Pulse1_Total,captis_pulse,maroochydore,residential,3822280.0,347480.0,347480.0,347480.0,11,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,2639656,DeviceTemperature,captis_pulse,maroochydore,residential,15.1,15.1,15.1,15.1,1,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,2639656,Battery,captis_pulse,maroochydore,residential,88.51,29.503333333333334,77.0,3.51,3,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,591522,Pulse1,captis_pulse,kuluin,residential,87.0,5.4375,17.0,2.0,16,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,591522,Pulse1_Total,captis_pulse,kuluin,residential,8303544.0,518971.5,519170.0,518887.0,16,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,591522,DeviceTemperature,captis_pulse,kuluin,residential,16.89,16.89,16.89,16.89,1,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,591522,Battery,captis_pulse,kuluin,residential,74.55799999999999,24.852666666666664,69.0,1.928,3,2025-12-23T13:39:34.573Z
2022-07-13,2022,7,591522,Pulse1,captis_pulse,kuluin,residential,267.0,11.125,60.0,2.0,24,2025-12-23T13:39:34.573Z
2022-07-13,2022,7,591522,Pulse1_Total,captis_pulse,kuluin,residential,1.2466924E7,519455.1666666667,519661.0,519174.0,24,2025-12-23T13:39:34.573Z
2022-07-13,2022,7,591522,DeviceTemperature,captis_pulse,kuluin,residential,20.4,20.4,20.4,20.4,1,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,61137513,Pulse1,captis_pulse,buderim,residential,0.0,0.0,0.0,0.0,17,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,61137513,Pulse1_Total,captis_pulse,buderim,residential,5195.0,305.5882352941176,308.0,304.0,17,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,61137513,DeviceTemperature,captis_pulse,buderim,residential,8.6,8.6,8.6,8.6,1,2025-12-23T13:39:34.573Z
2022-07-13,2022,7,61137513,Pulse1,captis_pulse,buderim,residential,1.0,0.04,1.0,0.0,25,2025-12-23T13:39:34.573Z
2022-07-13,2022,7,61137513,Pulse1_Total,captis_pulse,buderim,residential,7416.0,309.0,309.0,309.0,24,2025-12-23T13:39:34.573Z
2022-07-13,2022,7,61137513,DeviceTemperature,captis_pulse,buderim,residential,36.2,36.2,36.2,36.2,1,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,61174767,Pulse1,captis_pulse,buderim,residential,0.0,0.0,0.0,0.0,18,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,61174767,Pulse1_Total,captis_pulse,buderim,residential,666.0,37.0,37.0,37.0,18,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,61174767,Battery,captis_pulse,buderim,residential,3.64,3.64,3.64,3.64,1,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,61174767,DeviceTemperature,captis_pulse,buderim,residential,6.9,6.9,6.9,6.9,1,2025-12-23T13:39:34.573Z
2022-07-13,2022,7,61174767,Pulse1,captis_pulse,buderim,residential,0.0,0.0,0.0,0.0,26,2025-12-23T13:39:34.573Z
2022-07-13,2022,7,61174767,Pulse1_Total,captis_pulse,buderim,residential,925.0,37.0,37.0,37.0,25,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,63059013,Pulse1,captis_pulse,buderim,residential,0.0,0.0,0.0,0.0,17,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,63059013,Pulse1_Total,captis_pulse,buderim,residential,544.0,32.0,32.0,32.0,17,2025-12-23T13:39:34.573Z
2022-07-13,2022,7,63059013,Pulse1,captis_pulse,buderim,residential,0.0,0.0,0.0,0.0,25,2025-12-23T13:39:34.573Z
2022-07-13,2022,7,63059013,Pulse1_Total,captis_pulse,buderim,residential,768.0,32.0,32.0,32.0,24,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,9343534,Pulse1,captis_pulse,maroochydore,residential,15.0,0.6818181818181818,11.0,0.0,22,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,9343534,Pulse1_Total,captis_pulse,maroochydore,residential,420491.0,19113.227272727272,19133.0,19108.0,22,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,9343534,Battery,captis_pulse,maroochydore,residential,74.563,24.854333333333333,69.0,1.953,3,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,9343534,DeviceTemperature,captis_pulse,maroochydore,residential,5.6,5.6,5.6,5.6,1,2025-12-23T13:39:34.573Z
2022-07-13,2022,7,9343534,Pulse1,captis_pulse,maroochydore,residential,0.0,0.0,0.0,0.0,26,2025-12-23T13:39:34.573Z
2022-07-13,2022,7,9343534,Pulse1_Total,captis_pulse,maroochydore,residential,497458.0,19133.0,19133.0,19133.0,26,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,60193498,Pulse1,captis_pulse,buderim,residential,3.0,0.42857142857142855,1.0,0.0,7,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,60193498,Pulse1_Total,captis_pulse,buderim,residential,543246.0,77606.57142857143,77608.0,77605.0,7,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,60193498,DeviceTemperature,captis_pulse,buderim,residential,8.1,8.1,8.1,8.1,1,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,60223987,Pulse1,captis_pulse,buderim,residential,52.0,3.0588235294117645,31.0,0.0,17,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,60223987,Pulse1_Total,captis_pulse,buderim,residential,1255607.0,73859.23529411765,73920.0,73839.0,17,2025-12-23T13:39:34.573Z
2022-07-13,2022,7,60223987,Pulse1,captis_pulse,buderim,residential,226.0,9.04,73.0,0.0,25,2025-12-23T13:39:34.573Z
2022-07-13,2022,7,60223987,Pulse1_Total,captis_pulse,buderim,residential,1783862.0,74327.58333333333,74462.0,73924.0,24,2025-12-23T13:39:34.573Z
2022-07-13,2022,7,60223987,DeviceTemperature,captis_pulse,buderim,residential,15.2,15.2,15.2,15.2,1,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,2385,Pulse1,captis_pulse,buderim,residential,119.0,6.611111111111111,62.0,0.0,18,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,2385,Pulse1_Total,captis_pulse,buderim,residential,4966106.0,292123.8823529412,292336.0,292082.0,17,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,2385,DeviceTemperature,captis_pulse,buderim,residential,8.5,8.5,8.5,8.5,1,2025-12-23T13:39:34.573Z
2022-07-13,2022,7,2385,Pulse1,captis_pulse,buderim,residential,38.0,1.5833333333333333,9.0,0.0,24,2025-12-23T13:39:34.573Z
2022-07-13,2022,7,2385,Pulse1_Total,captis_pulse,buderim,residential,7017500.0,292395.8333333333,292439.0,292352.0,24,2025-12-23T13:39:34.573Z
2022-07-13,2022,7,2385,DeviceTemperature,captis_pulse,buderim,residential,18.7,18.7,18.7,18.7,1,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,258106,Pulse1,captis_pulse,buderim,residential,10.0,0.45454545454545453,5.0,0.0,22,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,258106,Pulse1_Total,captis_pulse,buderim,residential,8958415.0,407200.6818181818,407242.0,407193.0,22,2025-12-23T13:39:34.573Z
2022-07-13,2022,7,258106,Pulse1,captis_pulse,buderim,residential,98.0,4.260869565217392,61.0,0.0,23,2025-12-23T13:39:34.573Z
2022-07-13,2022,7,258106,Pulse1_Total,captis_pulse,buderim,residential,9368940.0,407345.2173913043,407440.0,407298.0,23,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,28735904,Pulse1,captis_pulse,maroochydore,residential,296.0,17.41176470588235,65.0,2.0,17,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,28735904,Battery,captis_pulse,maroochydore,residential,73.29,24.430000000000003,68.0,1.65,3,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,28735904,DeviceTemperature,captis_pulse,maroochydore,residential,9.2,9.2,9.2,9.2,1,2025-12-23T13:39:34.573Z
2022-07-13,2022,7,28735904,Pulse1,captis_pulse,maroochydore,residential,412.0,17.166666666666668,37.0,5.0,24,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,61240528,Pulse1,captis_pulse,buderim,residential,0.0,0.0,0.0,0.0,18,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,61240528,Pulse1_Total,captis_pulse,buderim,residential,594.0,33.0,33.0,33.0,18,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,61240528,DeviceTemperature,captis_pulse,buderim,residential,13.51,13.51,13.51,13.51,1,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,61240528,Battery,captis_pulse,buderim,residential,71.63,35.815,68.0,3.63,2,2025-12-23T13:39:34.573Z
2022-07-13,2022,7,61240528,Pulse1,captis_pulse,buderim,residential,0.0,0.0,0.0,0.0,28,2025-12-23T13:39:34.573Z
2022-07-13,2022,7,61240528,Pulse1_Total,captis_pulse,buderim,residential,924.0,33.0,33.0,33.0,28,2025-12-23T13:39:34.573Z
2022-07-13,2022,7,61240528,DeviceTemperature,captis_pulse,buderim,residential,16.5,16.5,16.5,16.5,1,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,64630803,Pulse1,captis_pulse,buderim,residential,0.0,0.0,0.0,0.0,18,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,64630803,DeviceTemperature,captis_pulse,buderim,residential,25.79,12.895,13.99,11.8,2,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,64630803,Battery,captis_pulse,buderim,residential,75.69999999999999,25.23333333333333,70.0,2.07,3,2025-12-23T13:39:34.573Z
2022-07-13,2022,7,64630803,Pulse1,captis_pulse,buderim,residential,0.0,0.0,0.0,0.0,26,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,2611977,Pulse1,captis_pulse,maroochydore,residential,148.0,8.705882352941176,76.0,0.0,17,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,2611977,Pulse1_Total,captis_pulse,maroochydore,residential,4792534.0,281913.76470588235,282055.0,281820.0,17,2025-12-23T13:39:34.573Z
2022-07-13,2022,7,2611977,Pulse1,captis_pulse,maroochydore,residential,85.0,3.6956521739130435,14.0,0.0,23,2025-12-23T13:39:34.573Z
2022-07-13,2022,7,2611977,Pulse1_Total,captis_pulse,maroochydore,residential,6490646.0,282202.0,282316.0,282064.0,23,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,307439,Pulse1,captis_pulse,buderim,residential,19.0,1.0555555555555556,11.0,0.0,18,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,307439,Pulse1_Total,captis_pulse,buderim,residential,5684773.0,315820.72222222225,316009.0,315798.0,18,2025-12-23T13:39:34.573Z
2022-07-13,2022,7,307439,Pulse1,captis_pulse,buderim,residential,86.0,3.3076923076923075,39.0,0.0,26,2025-12-23T13:39:34.573Z
2022-07-13,2022,7,307439,Pulse1_Total,captis_pulse,buderim,residential,8219204.0,316123.23076923075,316321.0,316009.0,26,2025-12-23T13:39:34.573Z
2022-07-13,2022,7,307439,DeviceTemperature,captis_pulse,buderim,residential,18.5,18.5,18.5,18.5,1,2025-12-23T13:39:34.573Z
2022-07-13,2022,7,61163143,DeviceTemperature,captis_pulse,buderim,residential,36.59,18.295,21.1,15.49,2,2025-12-23T13:39:34.573Z
2022-07-13,2022,7,61163143,Battery,captis_pulse,buderim,residential,69.63,34.815,66.0,3.63,2,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,66202781,Pulse1,captis_pulse,buderim,residential,0.0,0.0,0.0,0.0,16,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,66202781,Pulse1_Total,captis_pulse,buderim,residential,144.0,9.0,9.0,9.0,16,2025-12-23T13:39:34.573Z
2022-07-13,2022,7,66202781,DeviceTemperature,captis_pulse,buderim,residential,14.07,14.07,14.07,14.07,1,2025-12-23T13:39:34.573Z
2022-07-13,2022,7,66202781,Battery,captis_pulse,buderim,residential,54.65,27.325,51.0,3.65,2,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,89940,Pulse1,captis_pulse,buderim,residential,0.0,0.0,0.0,0.0,17,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,89940,Pulse1_Total,captis_pulse,buderim,residential,5627816.0,331048.0,331048.0,331048.0,17,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,89940,DeviceTemperature,captis_pulse,buderim,residential,7.2,7.2,7.2,7.2,1,2025-12-23T13:39:34.573Z
2022-07-13,2022,7,89940,Pulse1,captis_pulse,buderim,residential,1.0,0.04,1.0,0.0,25,2025-12-23T13:39:34.573Z
2022-07-13,2022,7,89940,Pulse1_Total,captis_pulse,buderim,residential,8276215.0,331048.6,331049.0,331048.0,25,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,81966008,Pulse1,captis_pulse,caloundra,non-residential,0.0,0.0,0.0,0.0,19,2025-12-23T13:39:34.573Z
2022-07-13,2022,7,81966008,Pulse1,captis_pulse,caloundra,non-residential,0.0,0.0,0.0,0.0,4,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,61246384,Pulse1,captis_pulse,buderim,residential,26.0,1.5294117647058822,9.0,0.0,17,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,61246384,Pulse1_Total,captis_pulse,buderim,residential,1050503.0,58361.27777777778,58387.0,58337.0,18,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,61246384,DeviceTemperature,captis_pulse,buderim,residential,7.7,7.7,7.7,7.7,1,2025-12-23T13:39:34.573Z
2022-07-13,2022,7,61246384,Pulse1,captis_pulse,buderim,residential,342.0,14.25,100.0,0.0,24,2025-12-23T13:39:34.573Z
2022-07-13,2022,7,61246384,Pulse1_Total,captis_pulse,buderim,residential,1408941.0,58705.875,58818.0,58509.0,24,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,81969310,Pulse1,captis_pulse,maroochydore,non-residential,0.0,0.0,0.0,0.0,18,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,81969310,Pulse1_Total,captis_pulse,maroochydore,non-residential,258408.0,14356.0,14356.0,14356.0,18,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,81969310,DeviceTemperature,captis_pulse,maroochydore,non-residential,13.33,13.33,13.33,13.33,1,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,81969310,Battery,captis_pulse,maroochydore,non-residential,81.64,40.82,78.0,3.64,2,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,258562,Pulse1,captis_pulse,buderim,residential,20.0,1.25,17.0,0.0,16,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,258562,Pulse1_Total,captis_pulse,buderim,residential,4156477.0,259779.8125,259802.0,259766.0,16,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,258562,Battery,captis_pulse,buderim,residential,76.68299999999999,25.560999999999996,71.0,2.053,3,2025-12-23T13:39:34.573Z
2022-07-13,2022,7,258562,Pulse1,captis_pulse,buderim,residential,190.0,7.916666666666667,89.0,0.0,24,2025-12-23T13:39:34.573Z
2022-07-13,2022,7,258562,Pulse1_Total,captis_pulse,buderim,residential,6238453.0,259935.54166666666,260150.0,259802.0,24,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,27446212,Pulse1,captis_pulse,maroochydore,residential,0.0,0.0,0.0,0.0,17,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,27446212,Pulse1_Total,captis_pulse,maroochydore,residential,1.0105684E7,594452.0,594452.0,594452.0,17,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,27446212,DeviceTemperature,captis_pulse,maroochydore,residential,31.59,15.795,16.89,14.7,2,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,27446212,Battery,captis_pulse,maroochydore,residential,3.64,3.64,3.64,3.64,1,2025-12-23T13:39:34.573Z
2022-07-13,2022,7,27446212,Pulse1,captis_pulse,maroochydore,residential,0.0,0.0,0.0,0.0,24,2025-12-23T13:39:34.573Z
2022-07-13,2022,7,27446212,Pulse1_Total,captis_pulse,maroochydore,residential,1.4266848E7,594452.0,594452.0,594452.0,24,2025-12-23T13:39:34.573Z
2022-07-13,2022,7,27446212,DeviceTemperature,captis_pulse,maroochydore,residential,19.3,19.3,19.3,19.3,1,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,60194445,DeviceTemperature,captis_pulse,buderim,residential,10.0,10.0,10.0,10.0,1,2025-12-23T13:39:34.573Z
2022-07-13,2022,7,60194445,DeviceTemperature,captis_pulse,buderim,residential,13.67,13.67,13.67,13.67,1,2025-12-23T13:39:34.573Z
2022-07-13,2022,7,60194445,Battery,captis_pulse,buderim,residential,51.64,25.82,48.0,3.64,2,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,66213456,Pulse1,captis_pulse,buderim,residential,0.0,0.0,0.0,0.0,17,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,66213456,Pulse1_Total,captis_pulse,buderim,residential,629.0,37.0,37.0,37.0,17,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,66213456,Battery,captis_pulse,buderim,residential,77.461,25.820333333333334,72.0,1.831,3,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,66213456,DeviceTemperature,captis_pulse,buderim,residential,9.9,9.9,9.9,9.9,1,2025-12-23T13:39:34.573Z
2022-07-13,2022,7,66213456,DeviceTemperature,captis_pulse,buderim,residential,33.8,33.8,33.8,33.8,1,2025-12-23T13:39:34.573Z
2022-07-13,2022,7,66213456,Pulse1,captis_pulse,buderim,residential,0.0,0.0,0.0,0.0,24,2025-12-23T13:39:34.573Z
2022-07-13,2022,7,66213456,Pulse1_Total,captis_pulse,buderim,residential,888.0,37.0,37.0,37.0,24,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,66218056,Pulse1,captis_pulse,buderim,residential,0.0,0.0,0.0,0.0,18,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,66218056,Pulse1_Total,captis_pulse,buderim,residential,630.0,35.0,35.0,35.0,18,2025-12-23T13:39:34.573Z
2022-07-13,2022,7,66218056,Pulse1,captis_pulse,buderim,residential,0.0,0.0,0.0,0.0,28,2025-12-23T13:39:34.573Z
2022-07-13,2022,7,66218056,Pulse1_Total,captis_pulse,buderim,residential,980.0,35.0,35.0,35.0,28,2025-12-23T13:39:34.573Z
2022-07-13,2022,7,66218056,DeviceTemperature,captis_pulse,buderim,residential,19.2,19.2,19.2,19.2,1,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,81967206,Pulse1,captis_pulse,maroochydore,residential,45.0,3.0,20.0,0.0,15,2025-12-23T13:39:34.573Z
2022-07-13,2022,7,81967206,Pulse1,captis_pulse,maroochydore,residential,145.0,20.714285714285715,35.0,5.0,7,2025-12-23T13:39:34.573Z
2022-07-13,2022,7,81967206,DeviceTemperature,captis_pulse,maroochydore,residential,13.77,13.77,13.77,13.77,1,2025-12-23T13:39:34.573Z
2022-07-13,2022,7,81967206,Battery,captis_pulse,maroochydore,residential,67.64,33.82,64.0,3.64,2,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,81968813,Pulse1,captis_pulse,maroochydore,residential,2980.0,186.25,440.0,0.0,16,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,81968813,DeviceTemperature,captis_pulse,maroochydore,residential,8.6,8.6,8.6,8.6,1,2025-12-23T13:39:34.573Z
2022-07-13,2022,7,81968813,Pulse1,captis_pulse,maroochydore,residential,840.0,280.0,350.0,150.0,3,2025-12-23T13:39:34.573Z
2022-07-13,2022,7,81968813,DeviceTemperature,captis_pulse,maroochydore,residential,13.87,13.87,13.87,13.87,1,2025-12-23T13:39:34.573Z
2022-07-13,2022,7,81968813,Battery,captis_pulse,maroochydore,residential,73.64,36.82,70.0,3.64,2,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,81970952,Pulse1,captis_pulse,maroochydore,residential,45.0,3.75,15.0,0.0,12,2025-12-23T13:39:34.573Z
2022-07-13,2022,7,81970952,Pulse1,captis_pulse,maroochydore,residential,140.0,35.0,50.0,5.0,4,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,65102808,Pulse1,captis_pulse,buderim,residential,240.0,14.117647058823529,120.0,0.0,17,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,65102808,Pulse1_Total,captis_pulse,buderim,residential,4511580.0,265387.0588235294,265600.0,265350.0,17,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,65102808,Battery,captis_pulse,buderim,residential,68.461,22.820333333333334,63.0,1.821,3,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,65102808,DeviceTemperature,captis_pulse,buderim,residential,12.1,12.1,12.1,12.1,1,2025-12-23T13:39:34.573Z
2022-07-13,2022,7,65102808,Pulse1,captis_pulse,buderim,residential,20.0,0.8333333333333334,10.0,0.0,24,2025-12-23T13:39:34.573Z
2022-07-13,2022,7,65102808,Pulse1_Total,captis_pulse,buderim,residential,6374870.0,265619.5833333333,265620.0,265610.0,24,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,61572148,Pulse1,captis_pulse,buderim,residential,24.0,1.411764705882353,17.0,0.0,17,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,61572148,Pulse1_Total,captis_pulse,buderim,residential,614831.0,36166.529411764706,36230.0,36149.0,17,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,61572148,Battery,captis_pulse,buderim,residential,3.64,3.64,3.64,3.64,1,2025-12-23T13:39:34.573Z
2022-07-12,2022,7,61572148,DeviceTemperature,captis_pulse,buderim,residential,8.5,8.5,8.5,8.5,1,2025-12-23T13:39:34.573Z
2022-07-13,2022,7,61572148,DeviceTemperature,captis_pulse,buderim,residential,22.8,22.8,22.8,22.8,1,2025-12-23T13:39:34.573Z
2022-07-13,2022,7,61572148,Pulse1,captis_pulse,buderim,residential,19.0,0.7916666666666666,6.0,0.0,24,2025-12-23T13:39:34.573Z
